Order_ID,Customer_ID,Order_Date,Region,Category,Product_Name,Quantity,Unit_Price,Discount,Sales_Amount,Profit,Payment_Method,Customer_Type,Sales_Channel
ORD0223,CUST4580,2024-07-13,West,Sports,Tennis Racket,9,1648.77,0.01,14690.54,2846.97,Credit Card,New,Retail
ORD0224,CUST4882,2023-05-01,South,Electronics,Tablet,5,710.18,0.25,2663.17,367.02,Net Banking,Returning,Retail
ORD0225,CUST5605,2024-06-29,South,Clothing,Jeans,4,1630.79,0.24,4957.6,813.12,UPI,Returning,Retail
ORD0226,CUST1971,2024-02-26,East,Sports,Tennis Racket,9,1971.27,0.2,14193.14,979.97,Debit Card,New,Online
ORD0227,CUST5402,2024-08-14,West,Clothing,Jacket,4,1527.72,0.2,4888.7,723.0,Cash,Returning,Online
ORD0228,CUST8996,2024-04-10,East,Electronics,Tablet,9,1504.61,0.21,10697.78,2411.96,Net Banking,New,Online
ORD0229,CUST9105,2023-08-05,East,Food,Groceries,2,1595.44,0.12,2807.97,684.09,UPI,Returning,Retail
ORD0230,CUST1752,2023-02-19,North,Sports,Cricket Bat,10,1707.8,0.24,12979.28,2970.06,Cash,New,Online
ORD0231,CUST3161,2024-12-06,East,Clothing,Shoes,8,21.34,0.29,121.21,10.97,Debit Card,Returning,Online
ORD0232,CUST6005,2024-02-10,South,Furniture,Sofa,2,756.25,0.27,1104.12,91.76,Cash,New,Online
ORD0233,CUST1152,2024-03-31,North,Electronics,Smartphone,8,174.32,0.18,1143.54,175.98,UPI,New,Retail
ORD0234,CUST6133,2023-04-16,East,Clothing,Shoes,2,473.31,0.03,918.22,193.92,UPI,New,Retail
ORD0235,CUST6753,2024-03-26,South,Clothing,Jeans,2,1070.41,0.0,2140.82,385.36,Debit Card,Returning,Retail
ORD0236,CUST8035,2023-12-26,East,Clothing,T-Shirt,2,297.23,0.04,570.68,111.85,Debit Card,New,Retail
ORD0237,CUST1439,2024-12-08,East,Electronics,Smartphone,9,1209.98,0.22,8494.06,908.73,Debit Card,New,Retail
ORD0238,CUST2163,2024-08-31,North,Furniture,Chair,4,999.88,0.03,3879.53,581.61,UPI,Returning,Online
ORD0239,CUST1273,2023-03-16,North,Food,Bakery,6,1101.79,0.05,6280.2,905.62,Credit Card,Returning,Online
ORD0240,CUST7939,2024-03-01,West,Electronics,Laptop,7,1023.09,0.19,5800.92,871.35,Credit Card,New,Retail
ORD0241,CUST6353,2024-07-03,West,Electronics,Headphones,2,1032.38,0.06,1940.87,410.71,Net Banking,New,Retail
ORD0242,CUST1901,2024-09-18,East,Food,Beverages,1,504.07,0.28,362.93,26.57,Debit Card,New,Online
ORD0243,CUST3735,2023-09-23,East,Clothing,T-Shirt,3,1002.9,0.1,2707.83,415.5,Debit Card,Returning,Online
ORD0244,CUST2262,2024-08-13,West,Electronics,Headphones,7,558.52,0.02,3831.45,737.42,Cash,Returning,Online
ORD0245,CUST2889,2024-11-21,South,Food,Beverages,6,331.47,0.23,1531.39,350.46,Net Banking,New,Online
ORD0246,CUST7870,2023-02-06,South,Electronics,Smartphone,1,954.09,0.11,849.14,67.95,UPI,New,Retail
ORD0247,CUST3938,2023-02-23,South,Furniture,Sofa,2,1151.64,0.04,2211.15,408.32,Net Banking,New,Retail
ORD0248,CUST1130,2024-04-12,East,Electronics,Tablet,5,1551.58,0.09,7059.69,474.96,Debit Card,Returning,Retail
ORD0249,CUST9954,2023-07-20,South,Sports,Cricket Bat,8,749.18,0.29,4255.34,1061.95,Debit Card,New,Retail
ORD0250,CUST1023,2023-12-10,West,Electronics,Smartphone,9,705.92,0.25,4764.96,1074.21,UPI,New,Online
ORD0251,CUST5584,2024-12-29,North,Sports,Cricket Bat,7,994.22,0.02,6820.35,1700.94,Credit Card,New,Retail
ORD0252,CUST2226,2024-02-08,North,Furniture,Bed,2,1169.93,0.15,1988.88,352.91,Cash,New,Online
ORD0253,CUST6211,2023-12-01,West,Furniture,Sofa,6,1853.56,0.12,9786.8,2117.67,UPI,New,Online
ORD0254,CUST7660,2023-11-18,North,Clothing,Jeans,10,235.77,0.03,2286.97,319.98,Net Banking,Returning,Online
ORD0255,CUST5984,2024-12-03,North,Food,Groceries,8,544.72,0.04,4183.45,341.05,Debit Card,Returning,Online
ORD0256,CUST1509,2023-06-28,West,Electronics,Smartphone,6,804.56,0.01,4779.09,524.59,Cash,New,Online
ORD0257,CUST3141,2023-08-16,South,Food,Snacks,3,260.48,0.02,765.81,157.9,Cash,Returning,Online
ORD0258,CUST3110,2024-03-30,North,Sports,Tennis Racket,2,63.16,0.02,123.79,28.53,UPI,New,Online
ORD0259,CUST1483,2024-05-23,West,Food,Snacks,3,1849.78,0.13,4827.93,940.9,Cash,New,Retail
ORD0260,CUST5026,2024-09-26,East,Clothing,Jeans,5,574.11,0.27,2095.5,119.3,Cash,Returning,Retail
ORD0261,CUST5082,2024-06-22,North,Electronics,Laptop,5,778.37,0.13,3385.91,604.49,Cash,Returning,Retail
ORD0262,CUST1427,2023-07-04,East,Sports,Gym Kit,6,1827.1,0.15,9318.21,1189.71,Net Banking,New,Online
ORD0263,CUST2640,2023-06-13,South,Furniture,Chair,8,1068.28,0.23,6580.6,1644.63,Debit Card,Returning,Online
ORD0264,CUST6210,2023-08-31,East,Clothing,Shoes,6,1871.71,0.3,7861.18,666.18,Net Banking,New,Retail
ORD0265,CUST9882,2024-05-19,East,Sports,Cricket Bat,10,1897.77,0.25,14233.28,3018.6,Debit Card,Returning,Online
ORD0266,CUST4300,2023-12-06,South,Electronics,Laptop,4,1211.29,0.01,4796.71,698.39,UPI,New,Retail
ORD0267,CUST6978,2024-06-22,North,Electronics,Laptop,3,1181.49,0.28,2552.02,522.84,UPI,Returning,Online
ORD0268,CUST8982,2024-10-16,East,Furniture,Sofa,6,290.17,0.05,1653.97,396.52,Debit Card,Returning,Online
ORD0269,CUST7415,2023-01-02,North,Sports,Cricket Bat,7,627.51,0.21,3470.13,261.89,Debit Card,Returning,Online
ORD0270,CUST3750,2023-11-24,North,Sports,Football,8,298.47,0.22,1862.45,181.77,UPI,Returning,Online
ORD0271,CUST1788,2023-01-02,West,Furniture,Table,4,1392.49,0.11,4957.26,1028.16,Cash,Returning,Online
ORD0272,CUST4695,2024-08-14,South,Food,Bakery,7,715.44,0.11,4457.19,961.69,Cash,New,Online
ORD0273,CUST3636,2024-01-20,North,Furniture,Chair,6,537.03,0.03,3125.51,369.94,Net Banking,New,Retail
ORD0274,CUST3573,2024-03-20,North,Sports,Gym Kit,1,874.02,0.2,699.22,119.89,Credit Card,Returning,Online
ORD0275,CUST5872,2023-10-16,South,Clothing,Shoes,9,1449.64,0.22,10176.47,1048.72,Credit Card,New,Retail
ORD0276,CUST8869,2024-11-08,South,Sports,Gym Kit,3,127.92,0.0,383.76,25.91,Credit Card,New,Online
ORD0277,CUST9013,2024-04-27,East,Clothing,Jacket,2,957.67,0.03,1857.88,384.54,Credit Card,Returning,Online
ORD0278,CUST4706,2023-09-27,East,Furniture,Bed,6,389.43,0.01,2313.21,319.1,Net Banking,New,Online
ORD0279,CUST1999,2023-08-21,West,Electronics,Laptop,6,1620.2,0.12,8554.66,1721.98,Net Banking,Returning,Retail
ORD0280,CUST9226,2023-02-05,South,Sports,Cricket Bat,8,611.73,0.12,4306.58,950.84,Credit Card,Returning,Online
ORD0281,CUST4308,2024-03-21,South,Clothing,Jeans,4,269.85,0.13,939.08,232.57,Net Banking,Returning,Retail
ORD0282,CUST8506,2024-06-16,North,Electronics,Laptop,7,1121.6,0.17,6516.5,1442.26,Net Banking,Returning,Online
ORD0283,CUST2730,2023-04-13,North,Food,Beverages,3,1141.86,0.17,2843.23,690.81,UPI,Returning,Retail
ORD0284,CUST3356,2024-02-17,West,Furniture,Bed,8,1152.61,0.14,7929.96,669.61,Credit Card,Returning,Retail
ORD0285,CUST6094,2023-11-07,East,Clothing,T-Shirt,8,1843.25,0.27,10764.58,581.79,Cash,New,Online
ORD0286,CUST2462,2024-09-11,South,Clothing,Jacket,8,1552.58,0.1,11178.58,2188.32,Cash,New,Retail
ORD0287,CUST7609,2024-06-02,South,Food,Groceries,1,1040.23,0.05,988.22,110.9,Net Banking,New,Online
ORD0288,CUST4262,2024-12-22,East,Clothing,Jeans,1,513.99,0.14,442.03,103.26,UPI,Returning,Retail
ORD0289,CUST6730,2024-04-30,East,Electronics,Laptop,4,757.48,0.18,2484.53,212.47,Debit Card,Returning,Online
ORD0290,CUST4626,2023-08-08,South,Furniture,Chair,7,118.31,0.26,612.85,126.23,Debit Card,Returning,Retail
ORD0291,CUST4666,2023-01-09,East,Sports,Football,1,958.71,0.04,920.36,77.9,Net Banking,Returning,Retail
ORD0292,CUST7506,2024-06-17,North,Food,Bakery,6,928.82,0.07,5182.82,572.33,Credit Card,Returning,Retail
ORD0293,CUST5278,2023-10-11,East,Furniture,Chair,8,146.4,0.3,819.84,146.03,Debit Card,New,Online
ORD0294,CUST5250,2023-10-30,West,Electronics,Tablet,6,1367.9,0.22,6401.77,1159.23,Cash,Returning,Online
ORD0295,CUST6873,2024-05-02,East,Sports,Cricket Bat,6,1458.57,0.07,8138.82,1277.2,Debit Card,New,Retail
ORD0296,CUST6499,2023-07-07,North,Electronics,Tablet,3,1487.02,0.22,3479.63,563.03,Debit Card,Returning,Online
ORD0297,CUST8709,2023-05-01,North,Furniture,Bed,6,755.93,0.18,3719.18,530.92,Net Banking,New,Retail
ORD0298,CUST3250,2023-06-04,South,Clothing,T-Shirt,7,1069.08,0.12,6585.53,1476.28,UPI,Returning,Retail
ORD0299,CUST6134,2023-07-01,North,Clothing,Jacket,3,1562.3,0.15,3983.86,701.98,Credit Card,Returning,Retail
ORD0300,CUST3120,2023-04-01,West,Clothing,Jeans,10,1533.68,0.15,13036.28,2642.63,Cash,Returning,Retail
ORD0301,CUST6279,2023-01-15,South,Food,Bakery,1,94.7,0.06,89.02,11.09,Credit Card,New,Online
ORD0302,CUST2069,2023-06-21,North,Clothing,Jacket,5,275.28,0.12,1211.23,203.16,UPI,Returning,Retail
ORD0303,CUST6885,2024-05-16,South,Sports,Tennis Racket,7,1778.19,0.3,8713.13,1032.91,Debit Card,Returning,Online
ORD0304,CUST7006,2023-05-07,North,Clothing,Jeans,3,438.16,0.01,1301.34,196.41,Cash,Returning,Online
ORD0305,CUST8279,2024-03-02,West,Sports,Football,2,1314.06,0.01,2601.84,489.02,Credit Card,Returning,Retail
ORD0306,CUST3247,2023-10-04,West,Clothing,Jeans,1,616.21,0.2,492.97,89.97,Credit Card,New,Retail
ORD0307,CUST4304,2024-06-19,East,Electronics,Laptop,8,413.32,0.06,3108.17,318.89,Cash,Returning,Online
ORD0308,CUST2458,2023-01-14,North,Electronics,Tablet,4,1382.64,0.14,4756.28,460.89,Net Banking,Returning,Online
ORD0309,CUST5327,2023-10-31,West,Electronics,Laptop,2,1811.46,0.19,2934.57,414.8,Credit Card,New,Online
ORD0310,CUST1751,2023-04-08,North,Electronics,Headphones,6,1607.16,0.09,8775.09,1734.91,Debit Card,New,Retail
ORD0311,CUST3996,2023-12-17,North,Furniture,Bed,10,551.25,0.22,4299.75,535.42,Cash,Returning,Retail
ORD0312,CUST3171,2023-04-26,North,Furniture,Bed,8,1603.8,0.19,10392.62,2176.03,Debit Card,New,Retail
ORD0313,CUST1472,2024-01-03,South,Sports,Gym Kit,10,1363.22,0.05,12950.59,1631.13,Cash,Returning,Online
ORD0314,CUST9598,2024-11-25,South,Food,Bakery,1,145.41,0.2,116.33,6.1,UPI,New,Retail
ORD0315,CUST1894,2024-07-25,North,Clothing,Shoes,6,1334.15,0.19,6483.97,516.97,Debit Card,Returning,Retail
ORD0316,CUST4648,2024-06-03,West,Clothing,T-Shirt,8,654.85,0.1,4714.92,498.04,Cash,New,Online
ORD0317,CUST9148,2023-05-02,North,Food,Bakery,10,907.24,0.26,6713.58,935.96,Credit Card,Returning,Retail
ORD0318,CUST4389,2024-06-04,West,Electronics,Laptop,2,1587.73,0.29,2254.58,400.21,UPI,Returning,Online
ORD0319,CUST6952,2024-11-03,West,Clothing,Shoes,6,1129.1,0.19,5487.43,793.63,Credit Card,New,Online
ORD0320,CUST7125,2024-06-18,North,Electronics,Headphones,6,1663.17,0.29,7085.1,768.0,Credit Card,New,Retail
ORD0321,CUST4532,2024-02-07,West,Clothing,Shoes,2,523.49,0.06,984.16,72.97,Debit Card,Returning,Online
ORD0322,CUST9260,2024-08-26,South,Food,Snacks,10,263.97,0.27,1926.98,272.62,Cash,New,Online
ORD0323,CUST3845,2023-07-01,South,Sports,Gym Kit,10,976.21,0.15,8297.78,1943.61,Credit Card,Returning,Retail
ORD0324,CUST7518,2023-10-08,East,Sports,Gym Kit,7,1959.41,0.27,10012.59,2027.3,UPI,Returning,Online
ORD0325,CUST9975,2024-12-19,East,Clothing,Shoes,10,1406.03,0.22,10967.03,1203.99,Net Banking,New,Online
ORD0326,CUST9255,2023-07-02,East,Clothing,Jacket,6,1843.96,0.04,10621.21,2040.11,Credit Card,Returning,Retail
ORD0327,CUST2744,2024-06-19,North,Sports,Gym Kit,9,586.14,0.25,3956.45,837.43,Cash,New,Online
ORD0328,CUST3399,2023-09-14,North,Electronics,Smartphone,5,1505.37,0.05,7150.51,767.41,UPI,New,Online
ORD0329,CUST7371,2023-08-18,South,Furniture,Bed,2,1239.9,0.2,1983.84,322.13,Net Banking,Returning,Online
ORD0330,CUST1881,2024-07-19,North,Food,Bakery,7,1914.27,0.29,9513.92,1070.61,UPI,New,Retail
ORD0331,CUST5819,2023-07-18,West,Clothing,Jacket,10,1102.3,0.18,9038.86,1855.04,Debit Card,New,Online
ORD0332,CUST5178,2023-06-14,North,Clothing,T-Shirt,7,100.46,0.08,646.96,66.54,UPI,Returning,Online
ORD0333,CUST5934,2024-11-08,West,Electronics,Smartphone,6,1201.82,0.23,5552.41,972.08,Net Banking,Returning,Online
ORD0334,CUST9798,2024-07-10,West,Furniture,Table,3,1050.8,0.24,2395.82,196.16,Credit Card,Returning,Online
ORD0335,CUST8780,2024-06-27,North,Clothing,Jacket,6,734.38,0.07,4097.84,821.74,Credit Card,Returning,Retail
ORD0336,CUST7322,2023-04-27,East,Clothing,Jeans,1,1371.45,0.1,1234.31,287.82,Net Banking,Returning,Online
ORD0337,CUST4154,2024-10-29,East,Sports,Tennis Racket,9,1609.58,0.13,12603.01,740.68,Net Banking,New,Online
ORD0338,CUST7950,2024-12-02,North,Clothing,T-Shirt,2,437.35,0.19,708.51,65.63,Debit Card,Returning,Online
ORD0339,CUST5127,2023-07-02,North,Clothing,T-Shirt,8,1439.4,0.01,11400.05,737.01,Net Banking,New,Retail
ORD0340,CUST2938,2024-11-20,North,Food,Bakery,8,1267.83,0.13,8824.1,471.01,Net Banking,New,Online
ORD0341,CUST5612,2023-03-30,West,Electronics,Headphones,9,230.15,0.24,1574.23,173.59,Cash,Returning,Online
ORD0342,CUST5832,2024-07-12,South,Food,Beverages,9,455.33,0.22,3196.42,669.18,UPI,Returning,Online
ORD0343,CUST2394,2024-07-14,East,Sports,Cricket Bat,2,102.71,0.17,170.5,21.96,Debit Card,Returning,Online
ORD0344,CUST3971,2023-04-28,North,Food,Beverages,3,384.31,0.19,933.87,93.9,Net Banking,Returning,Online
ORD0345,CUST6851,2023-12-05,South,Furniture,Chair,5,214.44,0.22,836.32,123.31,Debit Card,New,Retail
ORD0346,CUST3496,2023-11-10,East,Sports,Football,4,649.22,0.14,2233.32,386.96,UPI,Returning,Online
ORD0347,CUST6889,2023-10-11,South,Electronics,Headphones,4,1575.61,0.21,4978.93,887.08,UPI,Returning,Retail
ORD0348,CUST5597,2023-03-25,South,Food,Groceries,5,984.2,0.03,4773.37,854.96,Net Banking,New,Retail
ORD0349,CUST7637,2024-08-15,South,Electronics,Laptop,1,1702.18,0.19,1378.77,293.03,Credit Card,Returning,Retail
ORD0350,CUST3193,2023-10-25,West,Clothing,Jacket,7,462.15,0.23,2490.99,489.84,Net Banking,New,Retail
ORD0351,CUST9423,2023-06-19,South,Furniture,Chair,4,1699.0,0.24,5164.96,892.54,Cash,New,Online
ORD0352,CUST2029,2023-08-26,East,Sports,Cricket Bat,8,1879.57,0.01,14886.19,3011.39,UPI,New,Online
ORD0353,CUST6309,2024-10-26,North,Clothing,Jacket,7,949.95,0.14,5718.7,339.05,Net Banking,Returning,Retail
ORD0354,CUST9465,2023-03-21,East,Sports,Cricket Bat,7,1314.28,0.11,8187.96,1479.3,Cash,New,Retail
ORD0355,CUST8207,2023-05-23,South,Furniture,Sofa,8,1589.46,0.27,9282.45,476.37,Debit Card,New,Retail
ORD0356,CUST4773,2024-11-07,West,Clothing,Jeans,3,331.57,0.18,815.66,174.05,UPI,New,Retail
ORD0357,CUST1706,2023-09-07,South,Food,Bakery,4,1189.77,0.19,3854.85,509.53,Net Banking,New,Online
ORD0358,CUST7642,2024-06-13,North,Sports,Football,10,310.79,0.05,2952.51,692.33,UPI,New,Online
ORD0359,CUST3979,2024-08-19,East,Food,Bakery,8,357.72,0.25,2146.32,365.23,Debit Card,Returning,Retail
ORD0360,CUST9263,2024-06-19,West,Sports,Football,4,768.86,0.04,2952.42,157.4,Debit Card,New,Online
ORD0361,CUST9835,2023-05-14,North,Food,Snacks,9,1016.59,0.04,8783.34,1286.3,Cash,Returning,Retail
ORD0362,CUST2600,2023-12-25,West,Electronics,Tablet,4,1878.07,0.14,6460.56,1316.24,Debit Card,Returning,Retail
ORD0363,CUST1116,2023-01-06,North,Clothing,T-Shirt,5,1204.62,0.16,5059.4,513.84,Net Banking,New,Retail
ORD0364,CUST5281,2023-09-17,West,Clothing,Jacket,7,737.29,0.05,4902.98,884.08,Net Banking,Returning,Retail
ORD0365,CUST8925,2024-07-26,East,Food,Beverages,7,1113.17,0.17,6467.52,554.55,UPI,Returning,Retail
ORD0366,CUST9328,2023-08-08,West,Clothing,T-Shirt,4,904.26,0.21,2857.46,235.34,UPI,New,Online
ORD0367,CUST2049,2023-04-01,East,Food,Snacks,2,1650.05,0.14,2838.09,482.61,Debit Card,Returning,Online
ORD0368,CUST1941,2023-10-21,South,Sports,Football,7,1862.76,0.12,11474.6,2079.6,Cash,Returning,Online
ORD0369,CUST3776,2023-08-26,North,Clothing,Jacket,4,86.55,0.18,283.88,43.48,UPI,New,Online
ORD0370,CUST4281,2024-08-23,North,Clothing,T-Shirt,5,1563.75,0.11,6958.69,897.87,Credit Card,New,Retail
ORD0371,CUST8450,2023-07-19,West,Sports,Tennis Racket,6,1927.31,0.08,10638.75,1822.13,Net Banking,New,Retail
ORD0372,CUST9409,2023-04-30,East,Clothing,Shoes,9,230.8,0.02,2035.66,221.58,Net Banking,Returning,Retail
ORD0373,CUST1448,2024-04-16,West,Food,Bakery,4,1519.8,0.29,4316.23,611.91,Credit Card,Returning,Online
ORD0374,CUST1159,2024-07-02,East,Food,Beverages,4,1604.32,0.12,5647.21,681.16,Debit Card,Returning,Online
ORD0375,CUST5408,2023-08-12,South,Food,Groceries,2,1118.01,0.05,2124.22,239.56,Debit Card,Returning,Online
ORD0376,CUST6833,2024-09-25,South,Clothing,Jeans,5,429.42,0.06,2018.27,201.7,Credit Card,New,Online
ORD0377,CUST9066,2023-11-19,East,Food,Snacks,9,1916.83,0.25,12938.6,1607.48,Cash,New,Retail
ORD0378,CUST1533,2024-07-07,East,Food,Beverages,10,273.93,0.16,2301.01,309.8,Cash,New,Retail
ORD0379,CUST2650,2024-08-17,East,Electronics,Tablet,6,1384.64,0.0,8307.84,765.57,UPI,Returning,Online
ORD0380,CUST9171,2023-07-08,West,Sports,Tennis Racket,4,553.43,0.29,1571.74,186.44,Debit Card,Returning,Retail
ORD0381,CUST4744,2024-12-03,North,Furniture,Bed,5,912.44,0.17,3786.63,930.96,UPI,New,Retail
ORD0382,CUST3893,2023-01-10,West,Food,Beverages,3,1604.07,0.22,3753.52,542.75,Cash,New,Retail
ORD0383,CUST3676,2024-12-08,North,Food,Groceries,5,1133.03,0.17,4702.07,609.77,Debit Card,Returning,Retail
ORD0384,CUST6638,2023-09-21,North,Electronics,Tablet,6,534.34,0.11,2853.38,460.82,Cash,New,Retail
ORD0385,CUST6818,2023-10-19,East,Sports,Cricket Bat,10,1160.27,0.19,9398.19,797.98,Net Banking,Returning,Retail
ORD0386,CUST6527,2023-06-21,West,Electronics,Tablet,10,587.32,0.19,4757.29,375.68,Net Banking,Returning,Online
ORD0387,CUST7479,2023-10-01,East,Electronics,Smartphone,6,471.87,0.1,2548.1,275.89,Cash,Returning,Retail
ORD0388,CUST2311,2023-09-15,South,Food,Beverages,3,1711.34,0.04,4928.66,477.71,Debit Card,Returning,Online
ORD0389,CUST2702,2023-03-27,East,Electronics,Laptop,8,1105.9,0.01,8758.73,1133.4,Net Banking,New,Online
ORD0390,CUST9630,2023-05-15,South,Food,Groceries,4,509.85,0.09,1855.85,325.32,Credit Card,New,Retail
ORD0391,CUST3213,2024-03-31,South,Furniture,Bed,8,1950.46,0.16,13107.09,1369.47,Net Banking,Returning,Retail
ORD0392,CUST6992,2023-11-12,West,Sports,Tennis Racket,6,973.67,0.07,5433.08,368.96,UPI,New,Retail
ORD0393,CUST9767,2024-04-25,North,Electronics,Laptop,9,1634.45,0.25,11032.54,1310.41,Cash,Returning,Retail
ORD0394,CUST7745,2023-07-13,West,Electronics,Tablet,5,1202.07,0.24,4567.87,729.23,Cash,New,Online
ORD0395,CUST5454,2024-09-19,East,Food,Bakery,4,540.7,0.13,1881.64,184.24,Net Banking,Returning,Retail
ORD0396,CUST5458,2024-04-08,West,Clothing,T-Shirt,3,290.52,0.03,845.41,119.26,Debit Card,Returning,Online
ORD0397,CUST8183,2023-05-09,North,Clothing,T-Shirt,9,63.82,0.29,407.81,43.4,Debit Card,New,Online
ORD0398,CUST8597,2024-01-16,North,Electronics,Tablet,4,696.99,0.09,2537.04,532.51,UPI,New,Online
ORD0399,CUST7251,2023-09-14,North,Electronics,Headphones,7,161.34,0.14,971.27,85.9,Credit Card,New,Retail
ORD0400,CUST4415,2024-11-12,West,Food,Beverages,1,414.38,0.22,323.22,22.23,Cash,Returning,Retail
ORD0401,CUST6905,2023-07-23,North,Clothing,T-Shirt,9,1051.43,0.08,8705.84,1547.06,Debit Card,New,Online
ORD0402,CUST1146,2023-09-06,North,Food,Groceries,1,351.37,0.08,323.26,23.9,Net Banking,Returning,Online
ORD0403,CUST1983,2024-10-02,North,Furniture,Chair,4,332.24,0.03,1289.09,223.95,UPI,New,Online
ORD0404,CUST8187,2023-12-22,South,Clothing,Shoes,4,647.14,0.17,2148.5,384.43,Credit Card,Returning,Retail
ORD0405,CUST9029,2024-12-14,South,Clothing,Jacket,1,980.9,0.13,853.38,92.97,Net Banking,New,Retail
ORD0406,CUST2128,2023-06-14,South,Furniture,Bed,5,1737.97,0.18,7125.68,1582.7,Cash,Returning,Retail
ORD0407,CUST1306,2023-07-09,East,Sports,Tennis Racket,8,21.43,0.19,138.87,17.47,Net Banking,New,Retail
ORD0408,CUST5638,2024-09-19,East,Electronics,Tablet,4,1057.66,0.15,3596.04,576.42,Cash,Returning,Online
ORD0409,CUST2753,2023-07-26,West,Electronics,Laptop,1,1673.68,0.04,1606.73,361.03,Debit Card,New,Online
ORD0410,CUST4616,2024-01-11,North,Sports,Gym Kit,8,1061.13,0.21,6706.34,678.6,Credit Card,New,Retail
ORD0411,CUST1955,2024-01-13,East,Electronics,Tablet,1,734.63,0.22,573.01,130.7,Net Banking,New,Online
ORD0412,CUST7313,2024-06-28,South,Furniture,Chair,4,1921.96,0.03,7457.2,1454.41,Debit Card,New,Online
ORD0413,CUST7997,2024-12-20,North,Sports,Gym Kit,2,1537.24,0.17,2551.82,471.83,Debit Card,New,Retail
ORD0414,CUST6319,2023-11-19,East,Sports,Tennis Racket,3,1077.12,0.18,2649.72,627.2,Cash,Returning,Retail
ORD0415,CUST6898,2023-09-18,West,Sports,Cricket Bat,10,1100.34,0.11,9793.03,1567.35,Cash,Returning,Online
ORD0416,CUST5920,2023-01-07,South,Electronics,Headphones,10,52.28,0.04,501.89,114.46,Debit Card,Returning,Online
ORD0417,CUST5093,2024-01-11,South,Furniture,Table,2,94.72,0.11,168.6,13.1,UPI,Returning,Online
ORD0418,CUST3832,2024-05-09,West,Sports,Gym Kit,10,1837.41,0.22,14331.8,2790.63,Net Banking,New,Retail
ORD0419,CUST7824,2024-03-20,North,Electronics,Tablet,2,1564.64,0.28,2253.08,263.34,Debit Card,New,Retail
ORD0420,CUST4617,2024-05-29,South,Electronics,Headphones,9,101.54,0.16,767.64,61.35,Credit Card,Returning,Retail
ORD0421,CUST2352,2023-12-11,West,Sports,Football,4,875.23,0.24,2660.7,211.8,Net Banking,New,Retail
ORD0422,CUST8879,2023-05-19,South,Furniture,Chair,7,1013.61,0.23,5463.36,415.63,Cash,Returning,Online
ORD0423,CUST2467,2024-08-12,North,Sports,Cricket Bat,4,161.86,0.23,498.53,57.17,Cash,Returning,Retail
ORD0424,CUST6729,2023-06-23,West,Furniture,Table,6,702.16,0.2,3370.37,687.34,Net Banking,New,Retail
ORD0425,CUST2841,2023-03-29,North,Electronics,Smartphone,4,1377.01,0.05,5232.64,1024.01,Debit Card,New,Retail
ORD0426,CUST4471,2024-07-04,South,Electronics,Headphones,2,624.13,0.14,1073.5,124.93,Net Banking,Returning,Retail
ORD0427,CUST3790,2023-09-19,North,Sports,Cricket Bat,1,765.68,0.27,558.95,86.84,UPI,New,Retail
ORD0428,CUST6901,2024-11-06,North,Electronics,Tablet,1,151.86,0.2,121.49,22.18,Credit Card,Returning,Retail
ORD0429,CUST9709,2024-09-03,North,Clothing,Shoes,9,1953.69,0.03,17055.71,1928.85,Debit Card,New,Retail
ORD0430,CUST3572,2024-02-07,North,Sports,Football,1,509.84,0.16,428.27,49.99,UPI,Returning,Retail
ORD0431,CUST1482,2024-02-01,East,Furniture,Table,9,566.24,0.02,4994.24,507.09,Debit Card,New,Retail
ORD0432,CUST4726,2024-10-02,West,Food,Beverages,2,1465.18,0.16,2461.5,456.85,Debit Card,New,Retail
ORD0433,CUST4314,2024-07-08,South,Furniture,Sofa,8,1093.62,0.06,8224.02,639.13,UPI,New,Retail
ORD0434,CUST6203,2023-07-08,South,Clothing,Jeans,6,154.27,0.16,777.52,150.75,Credit Card,Returning,Retail
ORD0435,CUST3489,2023-10-08,South,Food,Groceries,8,1496.31,0.25,8977.86,1592.4,Credit Card,New,Online
ORD0436,CUST1427,2024-12-04,East,Electronics,Headphones,10,1142.75,0.07,10627.57,1024.89,Credit Card,Returning,Online
ORD0437,CUST4166,2023-06-17,South,Sports,Gym Kit,6,384.27,0.12,2028.95,293.73,Credit Card,Returning,Online
ORD0438,CUST3901,2023-03-09,West,Furniture,Bed,4,1489.89,0.3,4171.69,840.83,Net Banking,Returning,Retail
ORD0439,CUST6126,2024-01-25,West,Food,Beverages,7,821.64,0.01,5693.97,1122.09,Net Banking,New,Online
ORD0440,CUST7347,2023-02-10,North,Food,Bakery,1,1758.0,0.07,1634.94,257.62,Debit Card,Returning,Retail
ORD0441,CUST9470,2023-02-25,South,Food,Groceries,5,933.47,0.13,4060.59,700.97,Cash,Returning,Online
ORD0442,CUST7440,2023-05-19,West,Sports,Football,3,1561.89,0.28,3373.68,638.38,UPI,Returning,Online
ORD0443,CUST5097,2023-04-03,East,Clothing,Shoes,10,1795.3,0.27,13105.69,2968.57,Debit Card,New,Online
ORD0444,CUST3619,2024-06-07,West,Electronics,Tablet,6,188.91,0.21,895.43,174.94,Net Banking,Returning,Online
ORD0445,CUST3930,2023-05-29,North,Clothing,Jacket,10,1745.18,0.26,12914.33,1064.46,Cash,Returning,Retail
ORD0446,CUST5146,2024-09-29,North,Food,Groceries,3,252.76,0.04,727.95,65.93,Cash,Returning,Retail
